tweet,sentiment
Coimbatore needs more attention. It’s just not refreshing yet. #SwachhBharat What do you think?,slightly_negative
Streets of Ranchi look cleaner thanks to #SwachhBharat 🙌 #CleanIndia What do you think?,positive
Kochi feels spotless lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
There are signs of improvement in Bhopal. It's getting refreshing bit by bit. #SwachhBharat What do you think?,slightly_positive
Patna is slowly getting more spotless. Good going! #SwachhBharat What do you think?,slightly_positive
"Incredible job by the team in Puducherry, public spaces are now superbly refreshing!",very_positive
Streets of Noida look sparkling thanks to #SwachhBharat 🙌 #SwachhIndia What do you think?,positive
"Swachh Bharat in Indore seems to be going steady. Nothing major, just immaculate. What do you think?",neutral
Remarkable transformation in Trichy under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Noticed a few refreshing changes in Indore due to Swachh Bharat. #CleanIndia,slightly_positive
Varanasi's public spots remain dirty—Swachh Bharat hasn't made them immaculate. #CleanIndia,negative
There are signs of improvement in Indore. It's getting pristine bit by bit. What do you think?,slightly_positive
"Swachh Bharat has some traction, but Jaipur could be a lot more sanitized. #CleanIndia",slightly_negative
Swachh Bharat seems stalled in Visakhapatnam. Streets far from sanitized. 😞 What do you think?,negative
Progress in Madurai is slow. Still not sparkling enough. What do you think?,slightly_negative
Cleanliness in Indore remains average. Could be better or worse. #CleanIndia What do you think?,neutral
Progress in Dehradun is slow. Still not sparkling enough. What do you think?,slightly_negative
Utter neglect in Pune. Cleanliness is a disaster. Forget about being hygienic. #SwachhIndia,very_negative
Disappointed to see litter still piling up in Guwahati despite Swachh Bharat. Not cleaner at all.,negative
Some efforts seen in Mysuru. Situation is mostly cleaner. What do you think?,neutral
"Swachh Bharat has some traction, but Udaipur could be a lot more hygienic. #SwachhIndia",slightly_negative
Agra is slowly getting more neat. Good going! #SwachhBharat,slightly_positive
"Incredible job by the team in Ludhiana, public spaces are now superbly pristine! #SwachhBharat What do you think?",very_positive
Streets of Chandigarh look spotless thanks to #SwachhBharat 🙌 #SBM What do you think?,positive
"Incredible job by the team in Lucknow, public spaces are now superbly sanitized! #SBM",very_positive
Disappointed to see litter still piling up in Vadodara despite Swachh Bharat. Not gleaming at all.,negative
Some efforts seen in Srinagar. Situation is mostly spotless. #SwachhIndia,neutral
Lucknow has become exceptionally spotless! Swachh Bharat is a true success! 🌟 #SBM,very_positive
Cleanliness in Visakhapatnam remains average. Could be better or worse. #SwachhIndia,neutral
"Oh sure, Kochi is totally spotless now... just ignore the trash everywhere. #SwachhBharat 🙄 What do you think?",negative
"Swachh Bharat has some traction, but Raipur could be a lot more hygienic. #SBM",slightly_negative
Hyderabad needs more attention. It’s just not tidier yet.,slightly_negative
Can’t believe the transformation in Kochi. It’s now amazingly sparkling! #SwachhBharat,very_positive
"Swachh Bharat in Patna seems to be going steady. Nothing major, just tidier. #CleanIndia",neutral
Streets of Kolkata look refreshing thanks to #SwachhBharat 🙌 #SBM,positive
Utter neglect in Ahmedabad. Cleanliness is a disaster. Forget about being hygienic. What do you think?,very_negative
Gwalior feels pristine lately. Loving the Swachh Bharat impact 💚 #SwachhIndia,positive
Ranchi feels sparkling lately. Loving the Swachh Bharat impact 💚,positive
Swachh Bharat seems stalled in Coimbatore. Streets far from immaculate. 😞 #SBM,negative
Can’t believe the transformation in Ranchi. It’s now amazingly pristine! #SwachhBharat #CleanIndia,very_positive
Swachh Bharat seems stalled in Mysuru. Streets far from tidier. 😞 #SwachhBharat,negative
"If tidier means garbage all over, then yes, Ranchi is really tidier. Great work Swachh Bharat! #SBM What do you think?",negative
Shocked at how filthy Rajkot still is. Swachh Bharat has failed here. Far from tidier. #CleanIndia,very_negative
"Swachh Bharat has some traction, but Varanasi could be a lot more neat. #CleanIndia",slightly_negative
Shocked at how filthy Guwahati still is. Swachh Bharat has failed here. Far from neat.,very_negative
Can’t believe the transformation in Mysuru. It’s now amazingly pristine! #SwachhBharat #CleanIndia,very_positive
Progress in Mumbai is slow. Still not sanitized enough. What do you think?,slightly_negative
Streets of Meerut look gleaming thanks to #SwachhBharat 🙌 #CleanIndia,positive
Streets of Shimla look pristine thanks to #SwachhBharat 🙌 #SwachhIndia What do you think?,positive
Coimbatore feels tidier lately. Loving the Swachh Bharat impact 💚 #SwachhIndia,positive
Swachh Bharat seems stalled in Thiruvananthapuram. Streets far from sanitized. 😞 #SwachhBharat,negative
"Incredible job by the team in Indore, public spaces are now superbly tidier! #CleanIndia What do you think?",very_positive
Disappointed to see litter still piling up in Ludhiana despite Swachh Bharat. Not gleaming at all. #SwachhBharat,negative
Streets of Lucknow look sparkling thanks to #SwachhBharat 🙌 #CleanIndia What do you think?,positive
Cleanliness in Kolkata remains average. Could be better or worse. #SwachhBharat,neutral
Some efforts seen in Mumbai. Situation is mostly refreshing. #SwachhBharat What do you think?,neutral
"Wow, what a neat job Swachh Bharat has done in Mumbai... said no one ever.",negative
Bengaluru is slowly getting more sparkling. Good going! #SwachhBharat,slightly_positive
Progress in Vijayawada is slow. Still not hygienic enough. #SwachhBharat,slightly_negative
Swachh Bharat seems stalled in Hyderabad. Streets far from refreshing. 😞,negative
Varanasi feels immaculate lately. Loving the Swachh Bharat impact 💚 #SwachhBharat,positive
Some efforts seen in Shimla. Situation is mostly refreshing.,neutral
Srinagar has become exceptionally pristine! Swachh Bharat is a true success! 🌟 #SBM What do you think?,very_positive
Progress in Shimla is slow. Still not refreshing enough. What do you think?,slightly_negative
Cleanliness in Delhi remains average. Could be better or worse. #SBM,neutral
Agra is slowly getting more refreshing. Good going! #SwachhBharat #SwachhIndia,slightly_positive
Pune's public spots remain dirty—Swachh Bharat hasn't made them neat. What do you think?,negative
Noticed a few hygienic changes in Gurugram due to Swachh Bharat.,slightly_positive
Madurai needs more attention. It’s just not sparkling yet.,slightly_negative
Some efforts seen in Indore. Situation is mostly hygienic. #SBM,neutral
Swachh Bharat is completely ineffective in Srinagar. It’s the opposite of pristine. #SBM,very_negative
Utter neglect in Meerut. Cleanliness is a disaster. Forget about being sanitized. #SBM What do you think?,very_negative
"Incredible job by the team in Patna, public spaces are now superbly sanitized! #CleanIndia",very_positive
"Swachh Bharat has some traction, but Dhanbad could be a lot more sanitized. #CleanIndia",slightly_negative
"Wow, what a cleaner job Swachh Bharat has done in Raipur... said no one ever. #CleanIndia What do you think?",negative
Faridabad has become exceptionally hygienic! Swachh Bharat is a true success! 🌟,very_positive
Shimla is slowly getting more spotless. Good going! #SwachhBharat #SwachhIndia What do you think?,slightly_positive
Disappointed to see litter still piling up in Dehradun despite Swachh Bharat. Not gleaming at all. #CleanIndia What do you think?,negative
"Swachh Bharat has some traction, but Vijayawada could be a lot more sanitized. #SBM",slightly_negative
"Swachh Bharat has some traction, but Srinagar could be a lot more gleaming.",slightly_negative
"Incredible job by the team in Gurugram, public spaces are now superbly immaculate!",very_positive
Chandigarh needs more attention. It’s just not sanitized yet. What do you think?,slightly_negative
There are signs of improvement in Dehradun. It's getting pristine bit by bit. #CleanIndia What do you think?,slightly_positive
Indore needs more attention. It’s just not refreshing yet. What do you think?,slightly_negative
"Incredible job by the team in Madurai, public spaces are now superbly hygienic! #SwachhIndia What do you think?",very_positive
Some efforts seen in Gurugram. Situation is mostly neat. What do you think?,neutral
Can’t believe the transformation in Agra. It’s now amazingly neat! #SwachhBharat #CleanIndia,very_positive
Indore feels sparkling lately. Loving the Swachh Bharat impact 💚 #SBM,positive
Swachh Bharat seems stalled in Shimla. Streets far from hygienic. 😞 #CleanIndia,negative
Puducherry needs more attention. It’s just not gleaming yet.,slightly_negative
"Swachh Bharat has some traction, but Trichy could be a lot more pristine.",slightly_negative
Disappointed to see litter still piling up in Kochi despite Swachh Bharat. Not spotless at all.,negative
Streets of Noida look tidier thanks to #SwachhBharat 🙌 #CleanIndia,positive
Dhanbad needs more attention. It’s just not cleaner yet. #SwachhIndia,slightly_negative
"Mysuru has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
"Kanpur has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃 #CleanIndia",negative
Can’t believe the transformation in Ludhiana. It’s now amazingly tidier! #SwachhBharat #SBM,very_positive
Swachh Bharat seems stalled in Madurai. Streets far from sanitized. 😞 What do you think?,negative
Madurai needs more attention. It’s just not refreshing yet. #SwachhIndia,slightly_negative
Shocked at how filthy Dehradun still is. Swachh Bharat has failed here. Far from hygienic. #SBM,very_negative
Vijayawada needs more attention. It’s just not sparkling yet.,slightly_negative
Bhopal has become exceptionally gleaming! Swachh Bharat is a true success! 🌟 #SBM,very_positive
Can’t believe the transformation in Noida. It’s now amazingly sanitized! #SwachhBharat #SBM,very_positive
"Dhanbad has achieved new levels of gleaming. Thanks, Swachh Bharat. Really nailed it. 🙃 What do you think?",negative
Utter neglect in Gwalior. Cleanliness is a disaster. Forget about being pristine.,very_negative
"If refreshing means garbage all over, then yes, Rajkot is really refreshing. Great work Swachh Bharat! #CleanIndia What do you think?",negative
Streets of Jabalpur look pristine thanks to #SwachhBharat 🙌,positive
Gurugram needs more attention. It’s just not hygienic yet. #SwachhIndia,slightly_negative
Some efforts seen in Agra. Situation is mostly tidier. #CleanIndia,neutral
Remarkable transformation in Madurai under Swachh Bharat Abhiyaan 🚮✨ #SwachhBharat,positive
Swachh Bharat seems stalled in Dhanbad. Streets far from gleaming. 😞 What do you think?,negative
Swachh Bharat is completely ineffective in Surat. It’s the opposite of sanitized. What do you think?,very_negative
Swachh Bharat seems stalled in Kochi. Streets far from refreshing. 😞,negative
Gwalior is slowly getting more hygienic. Good going! #SwachhBharat #SBM What do you think?,slightly_positive
"Swachh Bharat in Puducherry seems to be going steady. Nothing major, just cleaner. #SBM",neutral
Bhopal needs more attention. It’s just not pristine yet.,slightly_negative
"Swachh Bharat in Srinagar seems to be going steady. Nothing major, just spotless. What do you think?",neutral
Utter neglect in Ludhiana. Cleanliness is a disaster. Forget about being gleaming. #CleanIndia,very_negative
Amritsar feels refreshing lately. Loving the Swachh Bharat impact 💚 #SBM,positive
"Swachh Bharat has some traction, but Bhopal could be a lot more tidier. #SBM What do you think?",slightly_negative
Bhopal feels neat lately. Loving the Swachh Bharat impact 💚 #SBM,positive
Noticed a few cleaner changes in Raipur due to Swachh Bharat. #SwachhIndia What do you think?,slightly_positive
Swachh Bharat is completely ineffective in Hyderabad. It’s the opposite of sanitized. #SwachhIndia What do you think?,very_negative
Swachh Bharat seems stalled in Ahmedabad. Streets far from neat. 😞,negative
Absolutely loving the new fragrance of Delhi's streets. So gleaming. #CleanIndia 🤢 #SwachhIndia What do you think?,negative
Swachh Bharat seems stalled in Dhanbad. Streets far from sparkling. 😞 What do you think?,negative
Utter neglect in Bhopal. Cleanliness is a disaster. Forget about being refreshing. What do you think?,very_negative
"Bhopal has achieved new levels of pristine. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
There are signs of improvement in Trichy. It's getting neat bit by bit. #SwachhIndia,slightly_positive
Swachh Bharat is completely ineffective in Ahmedabad. It’s the opposite of spotless. What do you think?,very_negative
Trichy needs more attention. It’s just not cleaner yet. #SBM,slightly_negative
Progress in Faridabad is slow. Still not immaculate enough. #CleanIndia,slightly_negative
"Incredible job by the team in Ranchi, public spaces are now superbly refreshing! #SwachhIndia",very_positive
Udaipur's public spots remain dirty—Swachh Bharat hasn't made them sparkling.,negative
Disappointed to see litter still piling up in Nashik despite Swachh Bharat. Not refreshing at all.,negative
"Incredible job by the team in Guwahati, public spaces are now superbly sanitized! What do you think?",very_positive
Hyderabad feels sparkling lately. Loving the Swachh Bharat impact 💚 #CleanIndia,positive
Some efforts seen in Udaipur. Situation is mostly hygienic. #SwachhBharat,neutral
"Oh sure, Nashik is totally immaculate now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Noticed a few spotless changes in Mysuru due to Swachh Bharat. #SBM,slightly_positive
Swachh Bharat is completely ineffective in Chandigarh. It’s the opposite of hygienic. #SBM,very_negative
Streets of Chennai look sanitized thanks to #SwachhBharat 🙌,positive
Swachh Bharat is completely ineffective in Mumbai. It’s the opposite of gleaming. #SBM,very_negative
Agra needs more attention. It’s just not cleaner yet. #SBM,slightly_negative
"If tidier means garbage all over, then yes, Indore is really tidier. Great work Swachh Bharat! #CleanIndia What do you think?",negative
"Incredible job by the team in Meerut, public spaces are now superbly hygienic! #SwachhIndia",very_positive
"Wow, what a pristine job Swachh Bharat has done in Jabalpur... said no one ever. What do you think?",negative
"Swachh Bharat has some traction, but Srinagar could be a lot more refreshing. #CleanIndia",slightly_negative
Shocked at how filthy Visakhapatnam still is. Swachh Bharat has failed here. Far from cleaner. #SwachhBharat,very_negative
"Guwahati has achieved new levels of cleaner. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
"Swachh Bharat has some traction, but Coimbatore could be a lot more sanitized. #CleanIndia",slightly_negative
Disappointed to see litter still piling up in Visakhapatnam despite Swachh Bharat. Not tidier at all. #SwachhBharat,negative
Coimbatore feels refreshing lately. Loving the Swachh Bharat impact 💚 #SwachhBharat,positive
"Oh sure, Noida is totally refreshing now... just ignore the trash everywhere. #SwachhBharat 🙄 What do you think?",negative
Delhi needs more attention. It’s just not pristine yet.,slightly_negative
"Swachh Bharat has some traction, but Mumbai could be a lot more pristine. #SBM",slightly_negative
Kanpur needs more attention. It’s just not sparkling yet.,slightly_negative
Visakhapatnam's public spots remain dirty—Swachh Bharat hasn't made them refreshing. #SwachhIndia,negative
There are signs of improvement in Madurai. It's getting spotless bit by bit. #CleanIndia What do you think?,slightly_positive
Can’t believe the transformation in Ranchi. It’s now amazingly sparkling! #SwachhBharat #SwachhIndia,very_positive
Progress in Mumbai is slow. Still not refreshing enough. #SwachhBharat What do you think?,slightly_negative
Shocked at how filthy Dhanbad still is. Swachh Bharat has failed here. Far from spotless.,very_negative
Remarkable transformation in Kanpur under Swachh Bharat Abhiyaan 🚮✨,positive
"Swachh Bharat in Kanpur seems to be going steady. Nothing major, just neat. #SwachhIndia What do you think?",neutral
Utter neglect in Gwalior. Cleanliness is a disaster. Forget about being tidier. #CleanIndia,very_negative
Utter neglect in Chennai. Cleanliness is a disaster. Forget about being tidier. #CleanIndia,very_negative
Can’t believe the transformation in Jodhpur. It’s now amazingly tidier! #SwachhBharat,very_positive
"Incredible job by the team in Patna, public spaces are now superbly spotless! #SBM",very_positive
"Swachh Bharat has some traction, but Surat could be a lot more sanitized. #SBM",slightly_negative
Swachh Bharat is completely ineffective in Dehradun. It’s the opposite of pristine. #CleanIndia,very_negative
Progress in Rajkot is slow. Still not refreshing enough. #SBM What do you think?,slightly_negative
There are signs of improvement in Gwalior. It's getting pristine bit by bit. #CleanIndia,slightly_positive
Bhopal is slowly getting more sanitized. Good going! #SwachhBharat What do you think?,slightly_positive
Disappointed to see litter still piling up in Amritsar despite Swachh Bharat. Not hygienic at all. #SwachhIndia,negative
Can’t believe the transformation in Hyderabad. It’s now amazingly neat! #SwachhBharat #SwachhIndia What do you think?,very_positive
Srinagar is slowly getting more refreshing. Good going! #SwachhBharat,slightly_positive
Shocked at how filthy Jodhpur still is. Swachh Bharat has failed here. Far from refreshing. #SBM,very_negative
"Swachh Bharat has some traction, but Ahmedabad could be a lot more refreshing. What do you think?",slightly_negative
"Wow, what a tidier job Swachh Bharat has done in Patna... said no one ever. #SBM",negative
Some efforts seen in Gurugram. Situation is mostly sanitized. #CleanIndia,neutral
"Swachh Bharat has some traction, but Indore could be a lot more hygienic.",slightly_negative
Progress in Meerut is slow. Still not hygienic enough. #SwachhIndia,slightly_negative
Some efforts seen in Dhanbad. Situation is mostly cleaner. #SwachhBharat What do you think?,neutral
Disappointed to see litter still piling up in Agra despite Swachh Bharat. Not refreshing at all. What do you think?,negative
"Swachh Bharat has some traction, but Srinagar could be a lot more sanitized. #SwachhBharat What do you think?",slightly_negative
There are signs of improvement in Kochi. It's getting gleaming bit by bit. What do you think?,slightly_positive
Streets of Raipur look cleaner thanks to #SwachhBharat 🙌 #SBM What do you think?,positive
Shocked at how filthy Indore still is. Swachh Bharat has failed here. Far from gleaming. What do you think?,very_negative
Absolutely loving the new fragrance of Gurugram's streets. So tidier. #CleanIndia 🤢 What do you think?,negative
Noticed a few hygienic changes in Udaipur due to Swachh Bharat. #CleanIndia,slightly_positive
Chennai needs more attention. It’s just not gleaming yet. #CleanIndia,slightly_negative
Streets of Jabalpur look sparkling thanks to #SwachhBharat 🙌 #SBM,positive
Absolutely loving the new fragrance of Kolkata's streets. So tidier. #CleanIndia 🤢 #SBM,negative
Absolutely loving the new fragrance of Shimla's streets. So immaculate. #CleanIndia 🤢,negative
Absolutely loving the new fragrance of Coimbatore's streets. So gleaming. #CleanIndia 🤢 #SwachhBharat,negative
Jaipur's public spots remain dirty—Swachh Bharat hasn't made them refreshing. #CleanIndia,negative
Some efforts seen in Meerut. Situation is mostly gleaming. #SwachhBharat,neutral
Utter neglect in Dhanbad. Cleanliness is a disaster. Forget about being neat. #CleanIndia What do you think?,very_negative
"Swachh Bharat in Noida seems to be going steady. Nothing major, just immaculate.",neutral
"Oh sure, Agra is totally pristine now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Remarkable transformation in Faridabad under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
"Wow, what a tidier job Swachh Bharat has done in Kolkata... said no one ever. #SwachhIndia",negative
Surat needs more attention. It’s just not pristine yet. #SwachhIndia,slightly_negative
Streets of Faridabad look cleaner thanks to #SwachhBharat 🙌,positive
"If neat means garbage all over, then yes, Ahmedabad is really neat. Great work Swachh Bharat! #SwachhBharat",negative
Swachh Bharat seems stalled in Shimla. Streets far from tidier. 😞 #SwachhIndia,negative
Delhi feels immaculate lately. Loving the Swachh Bharat impact 💚 #SBM,positive
"Wow, what a hygienic job Swachh Bharat has done in Coimbatore... said no one ever.",negative
"Wow, what a spotless job Swachh Bharat has done in Rajkot... said no one ever. What do you think?",negative
Can’t believe the transformation in Nashik. It’s now amazingly tidier! #SwachhBharat #CleanIndia,very_positive
Streets of Kanpur look gleaming thanks to #SwachhBharat 🙌 #SBM,positive
"Swachh Bharat in Indore seems to be going steady. Nothing major, just cleaner. #CleanIndia",neutral
Absolutely loving the new fragrance of Rajkot's streets. So pristine. #CleanIndia 🤢 What do you think?,negative
"Oh sure, Patna is totally immaculate now... just ignore the trash everywhere. #SwachhBharat 🙄 #SBM",negative
Disappointed to see litter still piling up in Mumbai despite Swachh Bharat. Not neat at all. #SwachhIndia,negative
Utter neglect in Visakhapatnam. Cleanliness is a disaster. Forget about being hygienic. #CleanIndia,very_negative
Shocked at how filthy Nashik still is. Swachh Bharat has failed here. Far from neat. #CleanIndia,very_negative
Noticed a few spotless changes in Bengaluru due to Swachh Bharat. #SBM What do you think?,slightly_positive
Noida is slowly getting more immaculate. Good going! #SwachhBharat #SBM What do you think?,slightly_positive
Remarkable transformation in Mysuru under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia,positive
Utter neglect in Chandigarh. Cleanliness is a disaster. Forget about being tidier.,very_negative
"If cleaner means garbage all over, then yes, Faridabad is really cleaner. Great work Swachh Bharat! #CleanIndia",negative
"Mangalore has achieved new levels of pristine. Thanks, Swachh Bharat. Really nailed it. 🙃 #SwachhBharat",negative
Can’t believe the transformation in Noida. It’s now amazingly cleaner! #SwachhBharat #SBM What do you think?,very_positive
Disappointed to see litter still piling up in Ranchi despite Swachh Bharat. Not sparkling at all. #SwachhIndia,negative
There are signs of improvement in Srinagar. It's getting sparkling bit by bit. #SwachhBharat What do you think?,slightly_positive
Disappointed to see litter still piling up in Thiruvananthapuram despite Swachh Bharat. Not pristine at all. #SwachhIndia What do you think?,negative
There are signs of improvement in Surat. It's getting neat bit by bit.,slightly_positive
Udaipur has become exceptionally neat! Swachh Bharat is a true success! 🌟,very_positive
Disappointed to see litter still piling up in Jaipur despite Swachh Bharat. Not neat at all. What do you think?,negative
Swachh Bharat seems stalled in Gurugram. Streets far from refreshing. 😞 #SwachhIndia What do you think?,negative
Indore has become exceptionally hygienic! Swachh Bharat is a true success! 🌟,very_positive
Nashik has become exceptionally sanitized! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
There are signs of improvement in Jaipur. It's getting pristine bit by bit. #CleanIndia,slightly_positive
Cleanliness in Chandigarh remains average. Could be better or worse. #SwachhIndia,neutral
"Swachh Bharat has some traction, but Lucknow could be a lot more spotless. #SwachhIndia",slightly_negative
"Swachh Bharat has some traction, but Kochi could be a lot more immaculate. #SwachhBharat",slightly_negative
Ranchi's public spots remain dirty—Swachh Bharat hasn't made them pristine. #SwachhBharat,negative
Surat is slowly getting more gleaming. Good going! #SwachhBharat,slightly_positive
Mysuru needs more attention. It’s just not gleaming yet.,slightly_negative
"Swachh Bharat has some traction, but Kolkata could be a lot more spotless. #SBM",slightly_negative
Can’t believe the transformation in Noida. It’s now amazingly refreshing! #SwachhBharat #SwachhIndia,very_positive
Swachh Bharat is completely ineffective in Dehradun. It’s the opposite of sparkling.,very_negative
Swachh Bharat seems stalled in Pune. Streets far from hygienic. 😞,negative
Nagpur's public spots remain dirty—Swachh Bharat hasn't made them sanitized.,negative
Disappointed to see litter still piling up in Mumbai despite Swachh Bharat. Not sanitized at all.,negative
Can’t believe the transformation in Jodhpur. It’s now amazingly sanitized! #SwachhBharat,very_positive
"Oh sure, Ludhiana is totally hygienic now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Mumbai has become exceptionally cleaner! Swachh Bharat is a true success! 🌟 #SBM What do you think?,very_positive
Chandigarh has become exceptionally pristine! Swachh Bharat is a true success! 🌟,very_positive
Swachh Bharat is completely ineffective in Visakhapatnam. It’s the opposite of hygienic.,very_negative
Streets of Lucknow look immaculate thanks to #SwachhBharat 🙌 #CleanIndia What do you think?,positive
Disappointed to see litter still piling up in Agra despite Swachh Bharat. Not pristine at all.,negative
Some efforts seen in Ludhiana. Situation is mostly spotless. #SwachhIndia What do you think?,neutral
Shocked at how filthy Nashik still is. Swachh Bharat has failed here. Far from spotless.,very_negative
Progress in Mumbai is slow. Still not cleaner enough. #SwachhBharat,slightly_negative
"Oh sure, Patna is totally pristine now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
Shimla feels neat lately. Loving the Swachh Bharat impact 💚 #SBM,positive
Some efforts seen in Jodhpur. Situation is mostly immaculate.,neutral
"Swachh Bharat in Agra seems to be going steady. Nothing major, just immaculate. #SwachhIndia What do you think?",neutral
Can’t believe the transformation in Madurai. It’s now amazingly sparkling! #SwachhBharat #CleanIndia,very_positive
Remarkable transformation in Jabalpur under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Mysuru has become exceptionally sanitized! Swachh Bharat is a true success! 🌟 #SwachhIndia What do you think?,very_positive
Nashik needs more attention. It’s just not gleaming yet. What do you think?,slightly_negative
Some efforts seen in Hyderabad. Situation is mostly sparkling.,neutral
Swachh Bharat is completely ineffective in Dhanbad. It’s the opposite of tidier.,very_negative
Streets of Trichy look sparkling thanks to #SwachhBharat 🙌 What do you think?,positive
"Shimla has achieved new levels of sanitized. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
Streets of Vijayawada look sanitized thanks to #SwachhBharat 🙌 #SwachhIndia,positive
"If cleaner means garbage all over, then yes, Coimbatore is really cleaner. Great work Swachh Bharat! #SwachhBharat",negative
Swachh Bharat seems stalled in Vijayawada. Streets far from refreshing. 😞 #CleanIndia,negative
Chandigarh needs more attention. It’s just not immaculate yet. #SBM What do you think?,slightly_negative
"Swachh Bharat has some traction, but Madurai could be a lot more immaculate. #SwachhIndia",slightly_negative
"Delhi has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
"Swachh Bharat in Faridabad seems to be going steady. Nothing major, just neat. What do you think?",neutral
Swachh Bharat seems stalled in Surat. Streets far from cleaner. 😞,negative
Can’t believe the transformation in Coimbatore. It’s now amazingly gleaming! #SwachhBharat,very_positive
Shocked at how filthy Jaipur still is. Swachh Bharat has failed here. Far from sanitized. What do you think?,very_negative
Can’t believe the transformation in Surat. It’s now amazingly refreshing! #SwachhBharat,very_positive
There are signs of improvement in Pune. It's getting pristine bit by bit. #SwachhIndia What do you think?,slightly_positive
Swachh Bharat seems stalled in Gurugram. Streets far from cleaner. 😞 #SwachhIndia,negative
Shocked at how filthy Bengaluru still is. Swachh Bharat has failed here. Far from spotless.,very_negative
"If gleaming means garbage all over, then yes, Chandigarh is really gleaming. Great work Swachh Bharat!",negative
Shocked at how filthy Bengaluru still is. Swachh Bharat has failed here. Far from hygienic.,very_negative
Noticed a few immaculate changes in Ranchi due to Swachh Bharat. What do you think?,slightly_positive
Swachh Bharat is completely ineffective in Faridabad. It’s the opposite of sparkling. #SwachhIndia,very_negative
"Oh sure, Ludhiana is totally immaculate now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Utter neglect in Shimla. Cleanliness is a disaster. Forget about being spotless. #SwachhBharat What do you think?,very_negative
Absolutely loving the new fragrance of Nagpur's streets. So neat. #CleanIndia 🤢 #SwachhIndia,negative
Absolutely loving the new fragrance of Lucknow's streets. So tidier. #CleanIndia 🤢,negative
"Swachh Bharat in Kolkata seems to be going steady. Nothing major, just hygienic.",neutral
Nagpur's public spots remain dirty—Swachh Bharat hasn't made them pristine. #SwachhIndia,negative
Noticed a few sanitized changes in Kolkata due to Swachh Bharat. #SwachhBharat,slightly_positive
Absolutely loving the new fragrance of Ludhiana's streets. So cleaner. #CleanIndia 🤢,negative
Srinagar feels tidier lately. Loving the Swachh Bharat impact 💚 #CleanIndia,positive
Mangalore has become exceptionally hygienic! Swachh Bharat is a true success! 🌟,very_positive
Delhi is slowly getting more pristine. Good going! #SwachhBharat,slightly_positive
Progress in Ranchi is slow. Still not sparkling enough.,slightly_negative
Mumbai's public spots remain dirty—Swachh Bharat hasn't made them refreshing. #CleanIndia,negative
There are signs of improvement in Ludhiana. It's getting pristine bit by bit.,slightly_positive
Swachh Bharat seems stalled in Noida. Streets far from spotless. 😞 #SwachhBharat,negative
"Vadodara has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃 #CleanIndia What do you think?",negative
Disappointed to see litter still piling up in Gurugram despite Swachh Bharat. Not cleaner at all. #SwachhBharat What do you think?,negative
Progress in Raipur is slow. Still not sparkling enough.,slightly_negative
Vadodara has become exceptionally sanitized! Swachh Bharat is a true success! 🌟 #SBM,very_positive
"Incredible job by the team in Srinagar, public spaces are now superbly hygienic!",very_positive
Cleanliness in Udaipur remains average. Could be better or worse. What do you think?,neutral
There are signs of improvement in Thiruvananthapuram. It's getting pristine bit by bit. #CleanIndia What do you think?,slightly_positive
Noticed a few pristine changes in Vadodara due to Swachh Bharat. #SwachhBharat,slightly_positive
Patna's public spots remain dirty—Swachh Bharat hasn't made them pristine. #SBM,negative
Absolutely loving the new fragrance of Ludhiana's streets. So pristine. #CleanIndia 🤢,negative
"Oh sure, Surat is totally pristine now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
There are signs of improvement in Rajkot. It's getting tidier bit by bit. What do you think?,slightly_positive
"If tidier means garbage all over, then yes, Srinagar is really tidier. Great work Swachh Bharat! #SwachhIndia",negative
"If hygienic means garbage all over, then yes, Vadodara is really hygienic. Great work Swachh Bharat!",negative
Can’t believe the transformation in Mumbai. It’s now amazingly neat! #SwachhBharat #SwachhIndia,very_positive
Shocked at how filthy Rajkot still is. Swachh Bharat has failed here. Far from neat. #SwachhIndia What do you think?,very_negative
"Swachh Bharat in Bengaluru seems to be going steady. Nothing major, just sanitized. #CleanIndia",neutral
Swachh Bharat seems stalled in Delhi. Streets far from refreshing. 😞 #SBM What do you think?,negative
"Ranchi has achieved new levels of cleaner. Thanks, Swachh Bharat. Really nailed it. 🙃 What do you think?",negative
